Permutation,TrainDur,Subject,BestLambda,SpecAccuracy,GenAccuracy
62,600,5,2.15443469003188,0.0366755607947261,0.0406630770909614
62,600,6,0.464158883361278,0.0519025144826748,0.0368553968304704
62,600,7,46.4158883361278,0.0238245341455261,0.0313978993081239
62,600,8,10,0.0436030384447874,0.037763084480469
62,600,9,100000,0.00887835810124321,0.00405153559941118
62,600,10,46.4158883361278,0.0507410250967042,0.0386000480229351
62,600,11,10,-0.00295642642733213,0.0110586794725154
62,600,12,0.464158883361278,0.0194484641636651,0.0249435639992391
62,600,13,0.464158883361278,0.0311674548716978,0.0253527093302829
62,600,14,10,0.0269111952208428,0.0279530557158184
62,600,15,2.15443469003188,0.00658998864668576,0.017253311094825
62,600,16,2.15443469003188,0.0113825228052954,0.0277002827848804
62,600,17,2.15443469003188,0.0159989325714742,0.00927431543762734
62,600,18,46.4158883361278,0.00874665235920519,0.0163376942611261
62,600,19,10,0.0262806157463617,0.0303986264284539
62,900,1,46.4158883361278,0.0347588314671484,0.018864478713971
62,900,2,0.1,0.00434428162211954,0.00841633274791174
62,900,3,0.464158883361278,0.0381261043292833,0.0252844369159974
62,900,4,0.1,0.0198704197048205,-0.00073448842825703
62,900,5,10,0.0406045382801175,0.0416556273826487
62,900,6,100000,0.0500412494008222,0.0331290426503317
62,900,7,46.4158883361278,0.0255144347185641,0.0299658262641505
62,900,8,10,0.0445500743512616,0.0366363443485792
62,900,9,100000,0.00926414748678456,0.004897107942878
62,900,10,46.4158883361278,0.0516921529092063,0.0370450578279493
62,900,11,2.15443469003188,0.000548457049670261,0.0124432947516245
62,900,12,0.1,0.0260048318442568,0.0219307425793089
62,900,13,0.464158883361278,0.0320027380059981,0.0237516293320213
62,900,14,10,0.0315496819277762,0.0259459749647125
62,900,15,2.15443469003188,0.0109467287986392,0.0144170519688891
62,900,16,0.464158883361278,0.0160545462515026,0.0250837349358069
62,900,17,10,0.0203547606217926,0.0074712260747454
62,900,18,46.4158883361278,0.0124512529691075,0.013753457627159
62,900,19,10,0.0292964685090857,0.0315286027287832
62,1200,1,46.4158883361278,0.037423069033291,0.0162764839976733
62,1200,2,2.15443469003188,0.00488056234265034,0.00807176479972249
62,1200,3,0.464158883361278,0.0398795256170216,0.025827331235271
62,1200,4,100000,0.0197395809471969,-0.00323278505463908
62,1200,5,46.4158883361278,0.0423487305747892,0.0417712232677851
62,1200,6,100000,0.046782524828725,0.0352917082703738
62,1200,7,100000,0.0219615002065382,0.0311212055327959
62,1200,8,10,0.0438011167131833,0.0353990965554967
62,1200,9,100000,0.00889624102981878,0.00483998625522822
62,1200,10,215.443469003188,0.0523431357927104,0.0359115882562088
62,1200,11,2.15443469003188,0.00521638050938471,0.0127781432627572
62,1200,12,2.15443469003188,0.0247735837653686,0.0239656534777672
62,1200,13,0.464158883361278,0.0341431387461409,0.0254277176406466
62,1200,14,2.15443469003188,0.0337170658088675,0.0286080512346282
62,1200,15,2.15443469003188,0.0108456356645127,0.0147307869768832
62,1200,16,0.1,0.0192855693328459,0.0285108003382349
62,1200,17,215.443469003188,0.0203218478636531,0.00805080470624191
62,1200,18,10,0.0139483752105281,0.0134175530434132
62,1200,19,10,0.0281333991332621,0.0320072749851973
62,1500,1,46.4158883361278,0.0389053623510871,0.0164236757587209
62,1500,2,2.15443469003188,0.00770800744937516,0.00834246930465605
62,1500,3,0.1,0.0402911252241034,0.026640910226616
62,1500,4,100000,0.0223013212749593,-0.00295098826682938
62,1500,5,46.4158883361278,0.0440460283004272,0.0426106861406425
62,1500,6,100000,0.0498138371907612,0.0355559952347041
62,1500,7,1000,0.022945135570467,0.0311047885466753
62,1500,8,2.15443469003188,0.0439050387501897,0.036056695574889
62,1500,9,100000,0.0139136366718484,0.00492456219474645
62,1500,10,100000,0.0527474376525545,0.0368231500936324
62,1500,11,2.15443469003188,0.00940950054571465,0.0126920865627256
62,1500,12,0.464158883361278,0.0245895101002307,0.0236994758551491
62,1500,13,0.464158883361278,0.0330723486527629,0.0261564334435688
62,1500,14,10,0.0326923299703622,0.0296960400168232
62,1500,15,2.15443469003188,0.0121632341334568,0.0142477841127129
62,1500,16,0.1,0.01708410022529,0.0273088176415531
62,1500,17,46.4158883361278,0.0194464209108604,0.00666456135731499
62,1500,18,10,0.0142435913556922,0.0139722953786661
62,1500,19,10,0.0317728966235778,0.0318630958927907
62,1800,1,46.4158883361278,0.0391748207342026,0.0159022475146926
62,1800,2,2.15443469003188,0.00787086430462638,0.00811149145510207
62,1800,3,2.15443469003188,0.0409330035180954,0.0266415113077629
62,1800,4,100000,0.0223799862898502,-0.00222438690259035
62,1800,5,46.4158883361278,0.0455954823942636,0.0421585946460847
62,1800,6,100000,0.0482886210715421,0.0379964954362005
62,1800,7,100000,0.026150761388801,0.0319385463127677
62,1800,8,2.15443469003188,0.0437912144143439,0.03553006876493
62,1800,9,100000,0.0156217473915611,0.00413707347868382
62,1800,10,2.15443469003188,0.052517740797111,0.0360894827076321
62,1800,11,2.15443469003188,0.010556499066209,0.012541375934168
62,1800,12,2.15443469003188,0.0253100610100649,0.0244614396029095
62,1800,13,0.464158883361278,0.0339547517851585,0.0272489503249458
62,1800,14,10,0.0321348837050975,0.0287905889505692
62,1800,15,2.15443469003188,0.010860112164066,0.0143919290146092
62,1800,16,0.1,0.0222713131568075,0.0278366049016064
62,1800,17,215.443469003188,0.0200265134289375,0.00696786791847488
62,1800,18,10,0.0144533830125626,0.0138676538962166
62,1800,19,10,0.0315245978555729,0.0311747951523088
62,2100,1,46.4158883361278,0.0394636905847512,0.0151400212526284
62,2100,2,2.15443469003188,0.0086209039618992,0.00750877005483225
62,2100,3,2.15443469003188,0.0410955964942751,0.0263947310075987
62,2100,4,100000,0.0221338714938531,-0.00299854278740239
62,2100,5,46.4158883361278,0.0458285570128651,0.0426179232900962
62,2100,6,100000,0.0493960542006736,0.0370414704406955
62,2100,7,215.443469003188,0.0265069208598268,0.0321108951666623
62,2100,8,2.15443469003188,0.0439130237067024,0.0350216402560834
62,2100,9,100000,0.0166510659772578,0.00375742007134345
62,2100,10,10,0.0539059844982201,0.0344851914762681
62,2100,11,2.15443469003188,0.0100494976883282,0.012948385449655
62,2100,12,2.15443469003188,0.0248387682877405,0.023921042778149
62,2100,13,0.464158883361278,0.0340336062036804,0.0282378147020473
62,2100,14,10,0.0323349943699651,0.0294818877657097
62,2100,15,2.15443469003188,0.0100925544974395,0.0140582596219855
62,2100,16,0.1,0.0187474639613369,0.0278674916135606
62,2100,17,215.443469003188,0.0188493432620816,0.0066009330421041
62,2100,18,10,0.0125120313834037,0.0133560417169876
62,2100,19,2.15443469003188,0.0337825476629278,0.0319889070150546
63,30,1,2.15443469003188,0.00897737021802974,0.0119362834410732
63,30,2,100000,-0.0102949310689555,0.0115026161415652
63,30,3,10,0.0159279954552241,0.0288628263410222
63,30,4,0.1,0.0100319500782603,0.00042144022156252
63,30,5,10,0.0376335433648961,0.0247302647204567
63,30,6,100000,0.030500342081141,0.0249832226326402
63,30,7,0.1,0.0169325825190225,0.0201815273592874
63,30,8,10,0.027911369958844,0.0227449179003741
63,30,9,100000,0.00887516146661063,0.00745640339215256
63,30,10,100000,0.00752387617623958,0.0366687019395463
63,30,11,0.1,0.00389069675557352,0.0040857590393117
63,30,12,0.1,0.0134291071928914,0.0148381568235269
63,30,13,215.443469003188,0.0114387389153752,0.0170935757400338
63,30,14,0.464158883361278,0.0197793019735497,0.00733170769868564
63,30,15,10,-0.00122550301320394,0.0153493025489643
63,30,16,2.15443469003188,0.00891673756622961,0.0133658628031974
63,30,17,46.4158883361278,0.00238990330389901,0.00163516628336575
63,30,18,2.15443469003188,0.00700609608739074,0.0105069813595412
63,30,19,100000,0.0121998932788917,0.0155936307230172
63,60,1,100000,0.0121693085935005,0.0135332311072208
63,60,2,100000,-0.0102453453009397,0.00481968079545952
63,60,3,46.4158883361278,0.0220371466530315,0.017641963496279
63,60,4,100000,0.0144565451031246,0.00640480442249997
63,60,5,10,0.0370318325912556,0.0245148992805931
63,60,6,100000,0.0312646380711934,0.0270635734905926
63,60,7,0.1,0.0139057577553003,0.0193665607290092
63,60,8,2.15443469003188,0.0196226259142228,0.0184037122877013
63,60,9,100000,0.00506277650867054,0.00275613830860095
63,60,10,10,0.020623535773418,0.021719125896125
63,60,11,2.15443469003188,-0.00357755755868399,0.00986423924688869
63,60,12,2.15443469003188,0.012878928201918,0.0201677606492862
63,60,13,46.4158883361278,0.0163602793883862,0.0158179232870729
63,60,14,0.464158883361278,0.0265291801925145,0.00734032019319901
63,60,15,0.1,0.00503932408126734,0.0113275051490264
63,60,16,0.1,0.0127714003405226,0.0211337783047635
63,60,17,2.15443469003188,0.00675805251933399,0.00917424910775839
63,60,18,0.1,0.00538989181253943,0.00880265215934951
63,60,19,0.464158883361278,0.0130351345612312,0.0242194423297833
63,150,1,10,0.0168507536871439,0.00886272226302814
63,150,2,100000,-0.00617411218892709,0.00539743571766768
63,150,3,0.1,0.0305252835221419,0.0240343744121859
63,150,4,100000,0.0218148081455242,-0.00109441367478779
63,150,5,0.464158883361278,0.034267525077278,0.0351374030011956
63,150,6,0.1,0.0415705956666862,0.0303981505545343
63,150,7,2.15443469003188,0.0175964135802211,0.0290325309448398
63,150,8,0.1,0.0273475248279234,0.0346546917988061
63,150,9,100000,0.0116995951690766,0.000120831338886702
63,150,10,10,0.0449845375794399,0.0312175949232517
63,150,11,2.15443469003188,-0.00365157588702519,0.0108889766190616
63,150,12,2.15443469003188,0.0142997589054811,0.025543617180658
63,150,13,0.464158883361278,0.0233305854196391,0.0204424612239743
63,150,14,2.15443469003188,0.0351306709703026,0.0222070637027442
63,150,15,0.1,-0.00153231829329989,0.0162522591756501
63,150,16,0.1,0.00978144049064793,0.0318108228417101
63,150,17,2.15443469003188,0.00836558511135809,0.0129490286126721
63,150,18,0.464158883361278,0.012408894304574,0.0108234929357916
63,150,19,0.1,0.0110069629104876,0.0273051883456024
63,300,1,0.1,0.0223771084963321,0.011139623387329
63,300,2,0.464158883361278,0.000123631214929401,0.00740778448494182
63,300,3,0.1,0.0333836663386534,0.0234238183839959
63,300,4,0.1,0.0173581319967088,-0.00242700921444434
63,300,5,2.15443469003188,0.0312337724243312,0.0342948185672018
63,300,6,0.1,0.0475863076527749,0.0398691071640365
63,300,7,2.15443469003188,0.0245147712774428,0.0316235945107153
63,300,8,0.464158883361278,0.0361135989065047,0.0320352292234858
63,300,9,0.1,0.0106124920258926,-0.000566491914252069
63,300,10,2.15443469003188,0.0377965890093041,0.0293742165236888
63,300,11,2.15443469003188,-0.00267341041890618,0.0102023301251015
63,300,12,0.1,0.0151948087031153,0.0258683583956559
63,300,13,0.464158883361278,0.0289789470416488,0.0256539879072561
63,300,14,0.464158883361278,0.0283424780502918,0.0230967932183633
63,300,15,0.1,0.00177282252464995,0.016607910317636
63,300,16,10,0.00375838804681188,0.0294623675511647
63,300,17,0.464158883361278,0.0107924616358501,0.0101535547045365
63,300,18,0.464158883361278,0.0063775954634383,0.0135762080832006
63,300,19,0.464158883361278,0.0175326647428315,0.0275778307390631
63,600,1,46.4158883361278,0.0306224894179298,0.01542826748885
63,600,2,0.464158883361278,0.00717411040199457,0.00803821786319802
63,600,3,0.1,0.0364320158499234,0.0283792183564501
63,600,4,0.1,0.0208334205823195,-0.00317589377215132
63,600,5,2.15443469003188,0.0366755607947261,0.0406630770909614
63,600,6,0.464158883361278,0.0519025144826749,0.0368553968304704
63,600,7,46.4158883361278,0.0238245341455261,0.0313978993081239
63,600,8,10,0.0436030384447874,0.037763084480469
63,600,9,100000,0.00887835810124318,0.00405153559941118
63,600,10,46.4158883361278,0.0507410250967042,0.0386000480229351
63,600,11,10,-0.00295642642733213,0.0110586794725154
63,600,12,0.464158883361278,0.0194484641636651,0.0249435639992391
63,600,13,0.464158883361278,0.0311674548716978,0.0253527093302829
63,600,14,10,0.0269111952208428,0.0279530557158184
63,600,15,2.15443469003188,0.00658998864668576,0.017253311094825
63,600,16,2.15443469003188,0.0113825228052954,0.0277002827848804
63,600,17,2.15443469003188,0.0159989325714742,0.00927431543762734
63,600,18,46.4158883361278,0.00874665235920519,0.0163376942611261
63,600,19,10,0.0262806157463617,0.0303986264284539
63,900,1,46.4158883361278,0.0347588314671484,0.018864478713971
63,900,2,0.1,0.00434428162211954,0.00841633274791174
63,900,3,0.464158883361278,0.0381261043292833,0.0252844369159974
63,900,4,0.1,0.0198704197048205,-0.000734488428257028
63,900,5,10,0.0406045382801175,0.0416556273826487
63,900,6,100000,0.0500412494008222,0.0331290426503317
63,900,7,46.4158883361278,0.0255144347185641,0.0299658262641506
63,900,8,10,0.0445500743512616,0.0366363443485792
63,900,9,100000,0.00926414748678456,0.004897107942878
63,900,10,46.4158883361278,0.0516921529092063,0.0370450578279493
63,900,11,2.15443469003188,0.000548457049670262,0.0124432947516245
63,900,12,0.1,0.0260048318442568,0.0219307425793089
63,900,13,0.464158883361278,0.0320027380059981,0.0237516293320213
63,900,14,10,0.0315496819277762,0.0259459749647125
63,900,15,2.15443469003188,0.0109467287986392,0.0144170519688891
63,900,16,0.464158883361278,0.0160545462515026,0.0250837349358069
63,900,17,10,0.0203547606217926,0.0074712260747454
63,900,18,46.4158883361278,0.0124512529691075,0.013753457627159
63,900,19,10,0.0292964685090857,0.0315286027287832
63,1200,1,46.4158883361278,0.037423069033291,0.0162764839976733
63,1200,2,2.15443469003188,0.00488056234265034,0.00807176479972249
63,1200,3,0.464158883361278,0.0398795256170216,0.025827331235271
63,1200,4,100000,0.0197395809471969,-0.00323278505463908
63,1200,5,46.4158883361278,0.0423487305747892,0.0417712232677851
63,1200,6,100000,0.046782524828725,0.0352917082703738
63,1200,7,100000,0.0219615002065382,0.0311212055327959
63,1200,8,10,0.0438011167131833,0.0353990965554967
63,1200,9,100000,0.00889624102981878,0.00483998625522822
63,1200,10,215.443469003188,0.0523431357927104,0.0359115882562089
63,1200,11,2.15443469003188,0.00521638050938472,0.0127781432627572
63,1200,12,2.15443469003188,0.0247735837653686,0.0239656534777672
63,1200,13,0.464158883361278,0.034143138746141,0.0254277176406466
63,1200,14,2.15443469003188,0.0337170658088675,0.0286080512346282
63,1200,15,2.15443469003188,0.0108456356645127,0.0147307869768832
63,1200,16,0.1,0.0192855693328459,0.0285108003382349
63,1200,17,215.443469003188,0.0203218478636531,0.00805080470624191
63,1200,18,10,0.0139483752105281,0.0134175530434132
63,1200,19,10,0.0281333991332621,0.0320072749851973
63,1500,1,46.4158883361278,0.0389053623510871,0.0164236757587209
63,1500,2,2.15443469003188,0.00770800744937517,0.00834246930465605
63,1500,3,0.1,0.0402911252241034,0.026640910226616
63,1500,4,100000,0.0223013212749593,-0.00295098826682939
63,1500,5,46.4158883361278,0.0440460283004273,0.0426106861406425
63,1500,6,100000,0.0498138371907612,0.0355559952347041
63,1500,7,1000,0.022945135570467,0.0311047885466753
63,1500,8,2.15443469003188,0.0439050387501897,0.036056695574889
63,1500,9,100000,0.0139136366718484,0.00492456219474645
63,1500,10,100000,0.0527474376525545,0.0368231500936324
63,1500,11,2.15443469003188,0.00940950054571465,0.0126920865627256
63,1500,12,0.464158883361278,0.0245895101002307,0.0236994758551491
63,1500,13,0.464158883361278,0.0330723486527629,0.0261564334435688
63,1500,14,10,0.0326923299703622,0.0296960400168232
63,1500,15,2.15443469003188,0.0121632341334568,0.0142477841127129
63,1500,16,0.1,0.01708410022529,0.0273088176415531
63,1500,17,46.4158883361278,0.0194464209108604,0.00666456135731499
63,1500,18,10,0.0142435913556922,0.0139722953786661
63,1500,19,10,0.0317728966235778,0.0318630958927907
63,1800,1,46.4158883361278,0.0391748207342026,0.0159022475146926
63,1800,2,2.15443469003188,0.00787086430462638,0.00811149145510208
63,1800,3,2.15443469003188,0.0409330035180954,0.0266415113077629
63,1800,4,100000,0.0223799862898502,-0.00222438690259035
63,1800,5,46.4158883361278,0.0455954823942636,0.0421585946460847
63,1800,6,100000,0.0482886210715421,0.0379964954362005
63,1800,7,100000,0.026150761388801,0.0319385463127677
63,1800,8,2.15443469003188,0.0437912144143439,0.03553006876493
63,1800,9,100000,0.0156217473915611,0.00413707347868382
63,1800,10,2.15443469003188,0.0525177407971111,0.0360894827076321
63,1800,11,2.15443469003188,0.010556499066209,0.012541375934168
63,1800,12,2.15443469003188,0.0253100610100649,0.0244614396029095
63,1800,13,0.464158883361278,0.0339547517851585,0.0272489503249458
63,1800,14,10,0.0321348837050975,0.0287905889505692
63,1800,15,2.15443469003188,0.010860112164066,0.0143919290146092
63,1800,16,0.1,0.0222713131568075,0.0278366049016064
63,1800,17,215.443469003188,0.0200265134289375,0.00696786791847488
63,1800,18,10,0.0144533830125626,0.0138676538962166
63,1800,19,10,0.0315245978555729,0.0311747951523088
63,2100,1,46.4158883361278,0.0394636905847512,0.0151400212526284
63,2100,2,2.15443469003188,0.0086209039618992,0.00750877005483225
63,2100,3,2.15443469003188,0.0410955964942751,0.0263947310075987
63,2100,4,100000,0.0221338714938531,-0.00299854278740239
63,2100,5,46.4158883361278,0.0458285570128651,0.0426179232900962
63,2100,6,100000,0.0493960542006736,0.0370414704406955
63,2100,7,215.443469003188,0.0265069208598268,0.0321108951666623
63,2100,8,2.15443469003188,0.0439130237067024,0.0350216402560835
63,2100,9,100000,0.0166510659772578,0.00375742007134346
63,2100,10,10,0.0539059844982201,0.034485191476268
63,2100,11,2.15443469003188,0.0100494976883282,0.012948385449655
63,2100,12,2.15443469003188,0.0248387682877405,0.023921042778149
